,Agric,Food,Soda,Beer,Smoke,Toys,Fun,Books,Hshld,Clths,Hlth,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach,ElcEq,Autos,Aero,Ships,Guns,Gold,Mines,Coal,Oil,Util,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin,Other
1974-11,0.0012265891964821118,0.02714396107835847,0.010012811677398039,0.004522548069825636,0.01063701675980981,0.004287707081729697,0.002620605998418755,0.005849203734057044,0.07588176434562792,0.0035354670757375512,0.000474453680362311,0.013849505640128209,0.06000198565587415,0.050210309378316095,0.0009218270688084793,0.0036450247068915407,0.020092496873097034,0.0035140292369280515,0.022488310326143717,0.0020684118530315816,0.02818687449423637,0.008360861625577157,0.03713416811337249,0.0044084799591820765,0.001788065525529288,0.0008632256654015208,0.003469063761862148,0.0092933814913223,0.00186340272349021,0.14047000206350083,0.062189272153677165,0.05899398927233828,0.00128651413827211,0.0075922341246055305,0.06082076829557148,5.203595642793222e-05,0.01690828991822675,0.0057051470300503995,0.011446238576187564,0.018752727729886298,0.015593441609570352,0.006041360609299951,0.04438008797106843,0.0051622176533445046,0.03050498231221564,0.017964421302956318,0.001263282556654017,0.03674281871148209,0.03977861521766469
1974-12,0.0012574196622483205,0.028149210946388566,0.009265197511303414,0.004534444586328376,0.011171009055773904,0.004309271678320508,0.0026859780513302407,0.0057090386655174255,0.07516747257897921,0.0032688484586146194,0.000501416714403872,0.01390416183738459,0.06241054018468459,0.0471658404320876,0.0009979677916403928,0.003258129423351206,0.019928625492803533,0.003465998223237592,0.02286666549964542,0.0022255717073369,0.028419418435998003,0.0080557391297047,0.03601275740798289,0.0045755281242151075,0.0018455215440810538,0.0008622055395498653,0.003412439630658629,0.009544624102914153,0.0019914906591015887,0.1398216202538842,0.06454498180041342,0.05914311849185589,0.001331629774984951,0.007456058494763193,0.06027884234931328,5.02660561499285e-05,0.01697543981838808,0.005527071152206113,0.011166015375523199,0.017483587940602424,0.015137326481272357,0.006028670785300486,0.0435135395225738,0.0050823592318578375,0.030918929174230586,0.01883111334979199,0.0012072999410507935,0.037523556040314474,0.041016040889936746
1975-01,0.001183150514201695,0.02932005190678614,0.009507561283312009,0.004287153372442365,0.011736050504242854,0.003697135364227491,0.002747553307177592,0.005653474107122566,0.0731603076927491,0.0032370957296951166,0.0004809539589645854,0.013632930653309889,0.06236500539733027,0.04670897249434124,0.0008536177741858495,0.0032511581590290504,0.019359718150409634,0.003218691879224533,0.022636736078817863,0.0021984956635998113,0.028137845179788068,0.007906067653233859,0.03705234946008955,0.004449371517000515,0.001738305023114859,0.0007948953343766336,0.002955092113253559,0.009332281123855762,0.002064232496012877,0.14526583880673283,0.06553684767976711,0.0617220598027364,0.0014079795018479733,0.007399631439771541,0.05856803622270389,4.598131256035048e-05,0.0167181710219426,0.005400425882088059,0.010878355569337366,0.016701862379064052,0.014673361666580217,0.006030913485594146,0.04358220548874927,0.004663818845406976,0.030072306935303238,0.019182135150176555,0.001077729483557377,0.03780871940081442,0.03959736603337036
1975-02,0.0011309290543218002,0.030302913237430902,0.010535994382925247,0.004748476139005224,0.010839277688329946,0.004119692185683131,0.0032835242621007082,0.00611180854407367,0.07531175076571904,0.003752708111671128,0.0005761255355457252,0.012546498079260998,0.053580139048730324,0.04527841347747767,0.0008966521515572929,0.0034287659937508913,0.021716125897655245,0.003149772544152989,0.023406799342446247,0.002146576629172856,0.02754579077192399,0.008265647259829034,0.0395152016694708,0.0046474369708915005,0.0017456696575631047,0.0008392186631513304,0.0027605877077346392,0.009386246907893065,0.0021325166989857153,0.13461651971497335,0.06805244964107716,0.06023501239628232,0.0014233689701717916,0.008137532778041254,0.05793752363908663,5.6604483088324676e-05,0.01806415851218349,0.005554783291046324,0.010995429129960245,0.015574158140125903,0.01510404580459973,0.006230223663645085,0.048540748363659555,0.0052384846021547105,0.032187557346442845,0.01845544902210864,0.0013896450338502766,0.03843096219463838,0.040074083894409654
1975-03,0.0010968869223501566,0.029878397264494337,0.01060755510591461,0.004981234153531917,0.009857667685875673,0.004128136625113233,0.0037869952491854835,0.006429340948813644,0.07941772176457096,0.003548434075574743,0.0006887392889985708,0.013625812996133699,0.058917444700389274,0.04650889367519511,0.0008905296961969358,0.003357399314397643,0.02118912658674124,0.003241244636428614,0.022251431666247042,0.0022405443698586673,0.028055512109534615,0.008748639324166224,0.03725177842953458,0.004745129613565858,0.0017569024948878395,0.0008210195621737125,0.00293780313835578,0.00930194880967596,0.0018885843573033794,0.12959871582310803,0.06462420465698371,0.05938400037340831,0.0014497917939995527,0.00813761469565805,0.06272003012462754,5.461285563945134e-05,0.0181732938348637,0.006321123087235123,0.010948145314037462,0.016379195386971135,0.015049432193226454,0.006263801635525895,0.04766422013251586,0.005739861520191355,0.029919955316983528,0.01814601890234711,0.0013093069943572384,0.03648289934170407,0.03948292145140687
1975-04,0.0010649526744053452,0.029757292471136097,0.011720761692299927,0.00505579011591163,0.010133997223602706,0.004533166222806144,0.004294010783507727,0.006837182492730874,0.07985168440173003,0.004201462163994499,0.0006980372368451255,0.013289077727571005,0.05811446529713302,0.04777751998322357,0.0009764492263410411,0.0035254282082124526,0.02216631373056529,0.0035568089321798505,0.02409817422718915,0.0022410403053221865,0.028786911001968434,0.008846422215934503,0.03862954862291485,0.005216754229816671,0.0016849824572865906,0.0007831697087019943,0.003012503533012905,0.0098746312496788,0.002166618344233487,0.1227858010927295,0.06160540228969576,0.057073201391894465,0.0014615020573527475,0.008243814250998047,0.05990122059064591,7.115824321513659e-05,0.018827392442338765,0.006793528350844584,0.011306560652120864,0.015453474292031408,0.015200467205044255,0.00650200019937792,0.05138489355851496,0.006288556114970761,0.02928435983185203,0.0180803994373902,0.0014464552453722858,0.03608233174224278,0.03931232453111177
1975-05,0.0010838159463448722,0.02853108707631907,0.011653494849907256,0.004665836896841504,0.010201028232103367,0.004794073428890003,0.004361451282308805,0.00708997121180866,0.08152884133698739,0.004240789160807129,0.0007566777419912976,0.013050665334901315,0.05572640630198003,0.05285629186834329,0.0010121526279542165,0.003682690151136353,0.022016991252421885,0.0036519227780624462,0.0252404020291611,0.0021469196964076435,0.0292351109217378,0.009073101619686408,0.03807858753331585,0.005582824982983631,0.0016840586239999925,0.0007936103329521516,0.0027388980462762134,0.010656314893964198,0.002526917304596685,0.1253737865181452,0.05772679931994124,0.05415741706611285,0.0014241653318847617,0.00806169762533275,0.05963298193695381,6.11237316220176e-05,0.019601649712488733,0.007180732026558644,0.01209424921246314,0.016365424089998797,0.015179559108534739,0.0065186903791319825,0.04959948616138312,0.006907099106009644,0.028554133247944088,0.01681024456054202,0.001252331901921424,0.035667972660429356,0.039169522838411124
1975-06,0.0010555611257599788,0.028733893685478,0.012114114484773111,0.004657341001337554,0.009828794063091204,0.004569689017283384,0.004435509534826778,0.006974925527657735,0.0794134254200804,0.004115248053645142,0.0008152110430077995,0.012912010691582414,0.056607000655626204,0.05033872200803724,0.0010311495862852947,0.003655012148870134,0.022036901373307268,0.0036489652537709007,0.022625241870554928,0.002125777573670184,0.02914603437830633,0.009597710287180906,0.037327077521741074,0.005926853033560001,0.0017110333565630222,0.0007707551660745446,0.002860727282189544,0.010690014699134144,0.0029673458006406156,0.13188356597105863,0.05916569112658597,0.05274068311689952,0.0014117820363627519,0.008197952053804825,0.05882734494987607,6.05529356464928e-05,0.020517898928471993,0.007226879490125806,0.011377373103631759,0.01668926250457664,0.014314484428776206,0.006391820073852466,0.04919539691868422,0.006837190694841858,0.028671689051633108,0.01775360002669592,0.00124455459249575,0.03549779377212637,0.03930243857981782
1975-07,0.001129131715185367,0.028954069420788934,0.011388674215031742,0.005901230720723038,0.009789049054177443,0.004272556104175526,0.004340627216770073,0.007056810447808199,0.07696253215394382,0.0042952990294604435,0.0010132623575379415,0.012503721345638583,0.05390554165469247,0.04970058367333087,0.0009085739527602245,0.003741690768452175,0.02170092879820746,0.0036319702779528383,0.022724531237894006,0.0022715728372532428,0.029929059021911526,0.009345279531113668,0.038273597286068724,0.006068143558862612,0.0015923857894897754,0.0008583187885691139,0.002562290750470681,0.010896817397604707,0.0029263352182895786,0.13341254861070354,0.06503668607278043,0.051781423381548196,0.0013664149217975118,0.008523486064492602,0.05569791015115032,6.022736539922879e-05,0.020975835464513606,0.007334626250898663,0.011141116619296083,0.01609787871835168,0.014178000060201087,0.0064297048303332445,0.05023115995974383,0.006916056572258037,0.02975436812960172,0.01755044347324752,0.0012093560374209016,0.03589315796764227,0.03776501502445469
1975-08,0.0011587941823425496,0.029594915996751053,0.010998934877352227,0.006016793284571666,0.009752108812513314,0.00427028282279962,0.004302661720775971,0.007102875236320009,0.07551174266048735,0.004411540675366293,0.0009833196347306776,0.012131593060158404,0.050175311109933604,0.05048202681463767,0.0009181690271907407,0.0038411081057751254,0.0220647038404754,0.003485431242519306,0.0223488188499282,0.002354807262575593,0.030379206417621034,0.009335167370634133,0.04123769712355157,0.005962655430459561,0.0016877149845541573,0.0008793367959955326,0.002532456302902514,0.011212554235881645,0.0030215628449508274,0.1358993413573798,0.06574831245687052,0.05295817077071303,0.0014253449022518527,0.0084037128944037,0.053681855975266785,7.483060736822227e-05,0.020474125549850293,0.007067858889115083,0.011855727094037538,0.015409633813603016,0.014693510232103527,0.00677186132914843,0.04919279112736266,0.006719098315591646,0.02939041547863959,0.01704900491495678,0.001177396616795167,0.035531491543615276,0.038321225407171304
1975-09,0.0010800105502717366,0.030086968608604187,0.010842611942045331,0.005895643134788598,0.00951030977059231,0.004194489167371288,0.004421595000352123,0.007055490609539592,0.07413365912735927,0.00427094292627138,0.0009351416652152066,0.011939972059389707,0.04980694919848686,0.05275215387284769,0.0009373971089346495,0.003854235241131728,0.02236113410129553,0.0034885641991307544,0.0236768963521393,0.0022956513411338236,0.030649629526742404,0.009026950831948606,0.04103045382520435,0.0061759832227373124,0.0015415090344039163,0.0008343985124134198,0.002250614756607766,0.010607481934293398,0.0029892725747253436,0.13801233614942346,0.06627165943447552,0.051891687635907645,0.0013978112451247893,0.008184022115724473,0.0540128457062084,6.219819795540844e-05,0.020196631029258293,0.006552179668762354,0.012855335218142104,0.015471736680531327,0.01458494247555854,0.006735752546363428,0.05068407101981665,0.006711159535037963,0.02773441068747211,0.016520257766566227,0.0011178036905449672,0.03482335704551677,0.03753369195563177
1975-10,0.0010712828990692184,0.030722207007816506,0.010565207592609876,0.005762429810565438,0.010034128958909086,0.0041146660014292,0.0046162143319942745,0.006857776669048667,0.07386448906808055,0.004389880596079031,0.0008734253504204912,0.011618645815893362,0.048461621794610575,0.050150330475866145,0.000940572531288493,0.003984768808747571,0.021561879869281195,0.003435514205702158,0.023323367721905918,0.002231984941442809,0.030621282942739726,0.00869297733852669,0.04213789034249459,0.006197478488582163,0.0014675099955031414,0.0008040193498327764,0.00216051588551109,0.010723852030924384,0.0031492765708201267,0.14188520069808971,0.06775206267134463,0.05315906328372573,0.0014426027433937728,0.00790409208081599,0.05607516942427895,6.01749573331543e-05,0.020537550302785746,0.0068485004493997114,0.012406522134129254,0.015206374353107913,0.01455372604209217,0.006738360399866505,0.05083958672513937,0.00675802719022614,0.02548382337222448,0.01628179842166327,0.0010454721190719647,0.03386521911861396,0.03662147611700215
1975-11,0.0011315172486249176,0.032718284980566795,0.011564762646563767,0.005502384312313828,0.010096758137446128,0.003857403656478726,0.004453754626075571,0.0069851570478164215,0.07650335086776028,0.004679173409099233,0.0008643193671904887,0.01226593235144937,0.05073209665394654,0.050572728228348914,0.0009179130467092175,0.0040658996216351865,0.021589877050020665,0.003165965285307651,0.02137139291242994,0.002079237855641543,0.029639873161054386,0.008237645333438084,0.04359763069705557,0.006015733568981907,0.0013463485688682561,0.000808528289736221,0.001971065948178422,0.009883496387156746,0.0025045627755281956,0.1322585850518067,0.06797059784534287,0.05380150484945034,0.0014162657759081315,0.007758512701766256,0.058768865570913736,6.189813145693434e-05,0.02013615562748403,0.0067773317170948325,0.012686462948567574,0.0159412088179981,0.014400661639372156,0.006577125935058814,0.05314197155479787,0.007140116408725205,0.02487454463030071,0.016385026125705915,0.0009580940375305007,0.03379692199056115,0.03602535460473512
1975-12,0.001077257712830408,0.03246850291541047,0.012001622652493884,0.005493053741196449,0.010351725478538467,0.003983988035617777,0.0043893031176977,0.006978424788888881,0.0772164072781469,0.004941630883255126,0.0009002577831208473,0.012577603310970652,0.05174512338672896,0.05017008295510863,0.0009253028416034255,0.00413821213671283,0.021853518928864474,0.0029273065298119653,0.021059191023450094,0.0018666851954622032,0.029121876117952455,0.008414471410675936,0.04401804764455541,0.005730376204760936,0.0014104864620460794,0.0008303989151577692,0.001752764287422771,0.009498884854501366,0.002512385505345728,0.12593954295510837,0.06785125384764978,0.05401156892367378,0.001398736584692385,0.007825042432858325,0.06034848382102448,5.721800464891415e-05,0.020319770127849666,0.006581114658797553,0.012745999657499429,0.016510359653861422,0.01465975397065457,0.006482173452218519,0.05389207935338142,0.007629958272482357,0.02542784832584504,0.017347079000676273,0.000913706102461687,0.033758010190011525,0.03594540856627593
1976-01,0.001068357789548237,0.032358864913504065,0.011654240708639093,0.005573869262590549,0.010449477279602784,0.003907007888823428,0.0043015882208029665,0.007056007307895051,0.07552402335010244,0.004935736696625,0.0008785625165412148,0.012104174463250874,0.04894683614571717,0.05077663550397066,0.0009123142589272335,0.004146251089143579,0.02204521402624083,0.003057068658206899,0.021795558505226457,0.0018264086432377396,0.02956685127367477,0.008088889741590926,0.04512668707321406,0.005605077968714749,0.0013732395813817592,0.0008182925571361265,0.001863000109449455,0.009690465723325482,0.0025927667487158483,0.12765789143498465,0.06934294766808591,0.05455377900769058,0.001388865126412708,0.0077984750004913015,0.06051451472559982,5.297992212120984e-05,0.02042508800777423,0.006431762545514875,0.012899636205947565,0.01566154312203278,0.015157259031314256,0.006579724872014991,0.05259134618040405,0.007548226104349171,0.025748369302721074,0.01658236242445787,0.000939439979053293,0.03421655290276217,0.03586576843046811
1976-02,0.0010444380480785459,0.030539026581727757,0.011624037301674942,0.005748092706272241,0.009995704578812381,0.004274363968908834,0.004520739713567517,0.007256216996109683,0.07544400434228765,0.005269534410939959,0.0009244056156874293,0.011799484790829784,0.04665164576684281,0.054214631868022466,0.0009595805995406283,0.0044316708212873476,0.023321994869631806,0.0030074988338700853,0.023509284687160382,0.0020277913046836487,0.031168580849562106,0.008451047585945134,0.045651044448105256,0.005918046461351368,0.0013848735601388132,0.0008499322045557816,0.00176247034892176,0.009635657567534463,0.0027902386226653017,0.12225808612284281,0.06655629918337719,0.05315319718728862,0.001374388950941684,0.008001265394272598,0.0631682869787892,6.637738196743768e-05,0.02197689745277803,0.00684328179431339,0.01396881831967468,0.015750384737385936,0.015318076894375282,0.006804926227574251,0.05041166045434714,0.007566355256173449,0.025867152609445745,0.015629912303409807,0.0010067236265061382,0.03461538983738145,0.035486479832439355
1976-03,0.0010344149658223043,0.029413020737935665,0.01090605873470457,0.005821202239564906,0.009795173907971147,0.004501701605084801,0.004526086575509989,0.007429969899629478,0.07360303219447695,0.005508981699079696,0.0010007757609978571,0.011144257956623107,0.04305200431460786,0.05531867408192439,0.0010446862870415643,0.004620010148517403,0.024391098059361935,0.003154777296346917,0.024501910296232315,0.0021266532008557245,0.0324105388326322,0.008358519939779924,0.047230297424187453,0.006152948335668636,0.001463700943626783,0.000916432894702295,0.0019108675588594107,0.009673249055845212,0.002815195864740964,0.11710888325009819,0.06364050355641986,0.05428179801713023,0.0014390899539082622,0.008325043971111772,0.06290187250580646,8.076422748445086e-05,0.022735205376637358,0.006858354550162026,0.014998037587485634,0.015223341153056763,0.01623059613379684,0.0072760633174968736,0.05229759975421156,0.007886064276948773,0.025440769327484243,0.016183584120783506,0.0011395139372223125,0.035480207308411706,0.0366464668620118
1976-04,0.0009753247402548247,0.028451365829270738,0.010962550014456226,0.005678120541597949,0.00961994868845654,0.004292292171700075,0.004456616253469063,0.0070905596023494565,0.07393457937014408,0.005634709552832111,0.0009164133306415249,0.011183259329656097,0.04525735376937922,0.052007247476837444,0.0010048294970261818,0.00451599365674708,0.02452893773445383,0.003117571194910643,0.023876779600680954,0.002019493912976149,0.03177610799712208,0.008135697551373748,0.048318637834788396,0.0063689070975777124,0.0014951038842742502,0.0008951983559056781,0.0017880667434877664,0.010081650306262688,0.002630411607421479,0.12291004753834371,0.06259678182567809,0.053145351161972984,0.0013602845592766198,0.007886133417934892,0.06308617327756141,7.607959726080585e-05,0.02282406312310941,0.007080013429937417,0.014236449820888591,0.015844201542112836,0.015465103432873543,0.007123081054950305,0.0531999214727097,0.007673701621779357,0.025929346800860904,0.016135349478632186,0.0011627768233832382,0.035249722877859636,0.03600168949682041
1976-05,0.0009714094416391842,0.02883149781326672,0.010640637471360258,0.005503697048642628,0.009608263404643519,0.004511046875772267,0.004188398926222655,0.0070370542568891055,0.07154750266574282,0.00557740611245889,0.0009085070656422936,0.011099437265953693,0.043565485043960184,0.05265931284396088,0.0010330199836898512,0.004354349902391387,0.024883454529923174,0.0030322572302734874,0.024486314963301416,0.0020453333597993673,0.03192112986082489,0.008110729745444245,0.04957164339028255,0.006737013401398408,0.001438109297672986,0.0009262449394423646,0.0019339499463783326,0.01032113215631444,0.0029694790690791184,0.12652298682492097,0.06348350252900717,0.054756369247530204,0.0013521278113675995,0.007679642273293359,0.06199051513158018,7.497605480198091e-05,0.02221768065300914,0.0067257098543689504,0.014259461842100802,0.0157204639278785,0.015716451789757054,0.007114278599616724,0.05102910535418838,0.007330623521168431,0.02541650993346397,0.015583827645104843,0.0011573093150928698,0.03505473394847567,0.03639990573090207
